"","siteID","panel","X.x","xcoord","ycoord","mdcaty.x","wgt","stratum.x","EvalStatus.x","EvalReason","OBJECTID_1","OBJECTID.x","FID_bnl_Se","FID_bnl_ba","Shape_Leng","Area","Acres","Hectares","Shape_Le_1","Shape_Area","coords.x1","coords.x2","X.1","mdcaty.y","stratum.y","OBJECTID.y","F1","EvalStatus.y","EvalWater","EvalBugs","EvalSed","EvalRoot","Date_","Comments","SampleType","Sedtype","SeWater","SeBugs","SeSed","SeRoots","LabSampleNo","PlantType","X.y","Water.NT","Bugs.NT","Sed.NT","Root.NT","Water.TS","Bugs.TS","Sed.TS","Root.TS","Water.TN","Bugs.TN","Sed.TN","Root.TN","init.n","init.area","init.wgt","non.area.adj.wgt.sed","adj.area.sed","adj.wgt.sed","real.area.sed","real.wgt.sed","non.area.adj.wgt.water","adj.area.water","adj.wgt.water","non.area.adj.wgt.bugs","adj.area.bugs","adj.wgt.bugs","non.area.adj.wgt.root","adj.area.root","adj.wgt.root","real.area.root","real.wgt.root"
"41","BNLSe-037","PanelOne",37,471586.0683,5282301.048,"Saturated",24643.37461,"Unit 1","NotEval",NA,27,37,5,1,21372.30071,542154.2414,133.9692306,54.21542414,21372.30071,542154.2414,471586.0683,5282301.048,272,"Saturated","Unit 1",37,37,"TS","NN","NN","NT","TS","7/8/2014 0:00","Garrison creeping foxtail roots","S","roots",NA,NA,NA,15.6,"37SR","garrison",4,0,0,28,1,0,0,1,20,0,0,0,8,22,542154,24643.3636363636,542154,18694.9655172414,18694.9655172414,40947.3485,40947.3485,0,0,0,0,0,0,27107.7,523459.034482759,26172.9517241379,501206.6515,25060.332575
"42","BNLSe-038","PanelOne",38,471677.2939,5281948.058,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471677.2939,5281948.058,39,"Flooded","Unit 1",38,38,"TS","NN","NN","NT","TS","7/17/2014 0:00","Cattail roots","S","roots",NA,NA,NA,15.7,"38SR","cattail",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"43","BNLSe-039","PanelOne",39,471292.9032,5281384.177,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471292.9032,5281384.177,67,"Flooded","Unit 1",39,39,"TS","NN","NN","NT","TS","7/29/2014 0:00","Hardstem bulrush roots","S","roots",NA,NA,NA,6.27,"39SR","hardstem bulrush",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"44","BNLSe-040","PanelOne",40,470964.5197,5282192.491,"Intermittent",35097.18703,"Unit 1","NotEval",NA,11,21,3,1,24642.02189,421166.2444,104.0724455,42.11662444,24642.02189,421166.2444,470964.5197,5282192.491,222,"Intermittent","Unit 1",40,40,"TS","NN","NN","TS","NT","7/1/2014 0:00","","S","sed",NA,NA,1.24,NA,"40S","",3,0,0,5,8,0,0,8,5,0,0,0,0,12,421166,35097.1666666667,52645.75,259179.076923077,32397.3846153846,378443.64575,47305.45571875,0,0,0,0,0,0,84233.2,161986.923076923,32397.3846153846,42722.35425,8544.47085
"45","BNLSe-041","PanelOne",41,471862.5413,5282332.16,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471862.5413,5282332.16,69,"Flooded","Unit 1",41,41,"TS","NN","NN","NT","TS","7/8/2014 0:00","Cattail roots","S","roots",NA,NA,NA,14.3,"41SR","cattail",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"46","BNLSe-042","PanelOne",42,471981.3936,5281713.571,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471981.3936,5281713.571,30,"Flooded","Unit 1",42,42,"TS","NN","NN","TS","NT","7/9/2014 0:00","","S","sed",NA,NA,3.41,NA,"42S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"47","BNLSe-043","PanelOne",43,471452.8848,5281630.035,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471452.8848,5281630.035,31,"Flooded","Unit 1",43,43,"TS","NN","NN","NT","TS","7/29/2014 0:00","Cattail roots","S","roots",NA,NA,NA,13.2,"43SR","cattail",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"48","BNLSe-044","PanelOne",44,472279.9456,5282225.151,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472279.9456,5282225.151,32,"Flooded","Unit 1",44,44,"TS","NN","NN","TS","NT","7/9/2014 0:00","","S","sed",NA,NA,3.62,NA,"44S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"49","BNLSe-045","PanelOne",45,471963.6741,5281388.106,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471963.6741,5281388.106,33,"Flooded","Unit 1",45,45,"TS","NN","NN","TS","NT","7/29/2014 0:00","","S","sed",NA,NA,3.35,NA,"45S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"50","BNLSe-046","PanelOne",46,471708.2719,5281842.778,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471708.2719,5281842.778,34,"Flooded","Unit 1",46,46,"TS","NN","NN","TS","NT","7/17/2014 0:00","some Kochia roots","S","sed",NA,NA,1.94,NA,"46S","kochia",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"51","BNLSe-047","PanelOne",47,471467.4791,5282105.759,"Saturated",24643.37461,"Unit 1","NotEval",NA,27,37,5,1,21372.30071,542154.2414,133.9692306,54.21542414,21372.30071,542154.2414,471467.4791,5282105.759,268,"Saturated","Unit 1",47,47,"TS","NN","NN","NT","TS","7/17/2014 0:00","Garrison creeping foxtail roots","S","roots",NA,NA,NA,12.8,"47SR","garrison",4,0,0,28,1,0,0,1,20,0,0,0,8,22,542154,24643.3636363636,542154,18694.9655172414,18694.9655172414,40947.3485,40947.3485,0,0,0,0,0,0,27107.7,523459.034482759,26172.9517241379,501206.6515,25060.332575
"52","BNLSe-048","PanelOne",48,472322.306,5282128.928,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472322.306,5282128.928,36,"Flooded","Unit 1",48,48,"TS","NN","NN","TS","NT","7/9/2014 0:00","thick Kochia and foxtail barley","S","sed",NA,NA,3.04,NA,"48S","kochia, foxtail barley",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"53","BNLSe-049","PanelOne",49,471117.1652,5282248.776,"Saturated",24643.37461,"Unit 1","NotEval",NA,27,37,5,1,21372.30071,542154.2414,133.9692306,54.21542414,21372.30071,542154.2414,471117.1652,5282248.776,280,"Saturated","Unit 1",49,49,"TS","NN","NN","NT","TS","7/1/2014 0:00","Garrison creeping foxtail roots","S","roots",NA,NA,NA,10.2,"49SR","garrison",4,0,0,28,1,0,0,1,20,0,0,0,8,22,542154,24643.3636363636,542154,18694.9655172414,18694.9655172414,40947.3485,40947.3485,0,0,0,0,0,0,27107.7,523459.034482759,26172.9517241379,501206.6515,25060.332575
"54","BNLSe-050","PanelOne",50,471793.4634,5281547.853,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471793.4634,5281547.853,51,"Flooded","Unit 1",50,50,"TS","NN","NN","TS","NT","7/29/2014 0:00","","S","sed",NA,NA,2.46,NA,"50S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"55","BNLSe-051","PanelOne",51,471401.1944,5281582.266,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471401.1944,5281582.266,52,"Flooded","Unit 1",51,51,"TS","NN","NN","NT","TS","7/29/2014 0:00","Cattail roots","S","roots",NA,NA,NA,6.08,"51SR","cattail",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"56","BNLSe-052","PanelOne",52,470662.3092,5281798.871,"Intermittent",35097.18703,"Unit 1","NotEval",NA,11,21,3,1,24642.02189,421166.2444,104.0724455,42.11662444,24642.02189,421166.2444,470662.3092,5281798.871,216,"Intermittent","Unit 1",52,52,"TS","NN","NN","TS","NT","7/1/2014 0:00","western wheatgrass","S","sed",NA,NA,1.58,NA,"52SR","western wheatgrass",3,0,0,5,8,0,0,8,5,0,0,0,0,12,421166,35097.1666666667,52645.75,259179.076923077,32397.3846153846,378443.64575,47305.45571875,0,0,0,0,0,0,84233.2,161986.923076923,32397.3846153846,42722.35425,8544.47085
"57","BNLSe-053","PanelOne",53,472022.8375,5282235.758,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472022.8375,5282235.758,41,"Flooded","Unit 1",53,53,"TS","NN","NN","TS","NT","7/8/2014 0:00","1-2 inches of water; a little organic matter","S","sed",NA,NA,21.2,NA,"53S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"58","BNLSe-054","PanelOne",54,471865.3621,5282140.423,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471865.3621,5282140.423,19,"Flooded","Unit 1",54,54,"TS","NN","NN","NT","TS","7/30/2014 0:00","Cattail roots","S","roots",NA,NA,NA,33,"54SR","cattail",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"59","BNLSe-055","PanelOne",55,471293.4729,5281497.552,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471293.4729,5281497.552,83,"Flooded","Unit 1",55,55,"TS","NN","NN","NT","TS","7/29/2014 0:00","Cattail roots","S","roots",NA,NA,NA,10.4,"55SR","cattail",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"60","BNLSe-056","PanelOne",56,470875.0192,5282639.664,"Intermittent",35097.18703,"Unit 1","NotEval",NA,11,21,3,1,24642.02189,421166.2444,104.0724455,42.11662444,24642.02189,421166.2444,470875.0192,5282639.664,225,"Intermittent","Unit 1",56,56,"TS","NN","NN","TS","NT","6/16/2014 0:00","in Lake Creek - should be flooded category","S","sed",NA,NA,5.61,NA,"56S","",3,0,0,5,8,0,0,8,5,0,0,0,0,12,421166,35097.1666666667,52645.75,259179.076923077,32397.3846153846,378443.64575,47305.45571875,0,0,0,0,0,0,84233.2,161986.923076923,32397.3846153846,42722.35425,8544.47085
"61","BNLSe-057","PanelOne",57,471792.7158,5282235.427,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471792.7158,5282235.427,85,"Flooded","Unit 1",57,57,"TS","NN","NN","TS","NT","7/30/2014 0:00","one inch water","S","sed",NA,NA,8.3,NA,"57S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"62","BNLSe-058","PanelOne",58,472060.7015,5282007.646,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472060.7015,5282007.646,46,"Flooded","Unit 1",58,58,"TS","NN","NN","TS","NT","7/9/2014 0:00","","S","sed",NA,NA,1.09,NA,"58S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"63","BNLSe-059","PanelOne",59,471576.4756,5281718.328,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471576.4756,5281718.328,47,"Flooded","Unit 1",59,59,"TS","NN","NN","NT","TS","7/17/2014 0:00","Cattail roots","S","roots",NA,NA,NA,11.6,"59SR","cattail",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"64","BNLSe-060","PanelOne",60,472436.8047,5282202.519,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472436.8047,5282202.519,48,"Flooded","Unit 1",60,60,"TS","NN","NN","TS","NT","7/7/2014 0:00","","S","sed",NA,NA,4.44,NA,"60S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"65","BNLSe-061","PanelOne",61,472005.9812,5281570.258,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472005.9812,5281570.258,49,"Flooded","Unit 1",61,61,"TS","NN","NN","TS","NT","7/28/2014 0:00","","S","sed",NA,NA,2.74,NA,"61S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"66","BNLSe-061b","NewDraw",61,477848.7908,5277159.32,"Flooded",44610.79751,"Unit 5","NotEval",NA,8,12,1,7,52271.36682,2230539.876,551.1784069,223.0539876,33403.96948,1947993.814,477848.7908,5277159.32,203,"Flooded","Unit 5",572,0,"TS","TS","TS","TS","NT","7/2/2013 0:00","SampleNo=E61","W,S,I","sed",0.73,0.66,0.72,NA,"E61WSI","",19,63,63,0,72,7,9,9,0,0,0,63,0,60,2230540,37175.6666666667,247837.777777778,2230540,247837.777777778,1950095.0928,216677.232533333,318648.571428571,223054,31864.8571428571,247837.777777778,278817.5,24783.7777777778,0,0,0,280444.9072,0
"67","BNLSe-062","PanelOne",62,471876.7697,5281651.066,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471876.7697,5281651.066,50,"Flooded","Unit 1",62,62,"TS","NN","NN","TS","NT","7/28/2014 0:00","","S","sed",NA,NA,2.8,NA,"62S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"68","BNLSe-062b","NewDraw",62,476586.0564,5278394.583,"Flooded",44610.79751,"Unit 5","NotEval",NA,8,12,1,7,52271.36682,2230539.876,551.1784069,223.0539876,33403.96948,1947993.814,476586.0564,5278394.583,201,"Flooded","Unit 5",573,0,"TS","TS","TS","TS","NT","7/2/2013 0:00","SampleNo=E62; difficult, less than 5g","W,S,I","sed",0.83,0.2,0.5,NA,"E62WSI","",19,63,63,0,72,7,9,9,0,0,0,63,0,60,2230540,37175.6666666667,247837.777777778,2230540,247837.777777778,1950095.0928,216677.232533333,318648.571428571,223054,31864.8571428571,247837.777777778,278817.5,24783.7777777778,0,0,0,280444.9072,0
"69","BNLSe-063","PanelOne",63,471555.5329,5281895.076,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471555.5329,5281895.076,64,"Flooded","Unit 1",63,63,"TS","NN","NN","NT","TS","7/17/2014 0:00","Cattail roots","S","roots",NA,NA,NA,10.6,"63SR","cattail",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"70","BNLSe-064","PanelOne",64,472268.7762,5281751.303,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472268.7762,5281751.303,65,"Flooded","Unit 1",64,64,"TS","NN","NN","TS","NT","7/9/2014 0:00","","S","sed",NA,NA,2.85,NA,"64S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"71","BNLSe-065","PanelOne",65,471176.5347,5282673.896,"Intermittent",35097.18703,"Unit 1","NotEval",NA,11,21,3,1,24642.02189,421166.2444,104.0724455,42.11662444,24642.02189,421166.2444,471176.5347,5282673.896,221,"Intermittent","Unit 1",65,65,"TS","NN","NN","TS","NT","6/16/2014 0:00","some western wheatgrass roots","S","sed",NA,NA,0.85,NA,"65S","western wheatgrass",3,0,0,5,8,0,0,8,5,0,0,0,0,12,421166,35097.1666666667,52645.75,259179.076923077,32397.3846153846,378443.64575,47305.45571875,0,0,0,0,0,0,84233.2,161986.923076923,32397.3846153846,42722.35425,8544.47085
"72","BNLSe-066","PanelOne",66,471710.7907,5281347.398,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471710.7907,5281347.398,54,"Flooded","Unit 1",66,66,"TS","NN","NN","TS","NT","7/29/2014 0:00","","S","sed",NA,NA,3.07,NA,"66S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"73","BNLSe-067","PanelOne",67,471538.5597,5281237.668,"Intermittent",35097.18703,"Unit 1","NotEval",NA,11,21,3,1,24642.02189,421166.2444,104.0724455,42.11662444,24642.02189,421166.2444,471538.5597,5281237.668,223,"Intermittent","Unit 1",67,67,"TS","NN","NN","TS","NT","7/1/2014 0:00","","S","sed",NA,NA,1.74,NA,"67S","",3,0,0,5,8,0,0,8,5,0,0,0,0,12,421166,35097.1666666667,52645.75,259179.076923077,32397.3846153846,378443.64575,47305.45571875,0,0,0,0,0,0,84233.2,161986.923076923,32397.3846153846,42722.35425,8544.47085
"74","BNLSe-068","PanelOne",68,470872.549,5281866.601,"Intermittent",35097.18703,"Unit 1","NotEval",NA,11,21,3,1,24642.02189,421166.2444,104.0724455,42.11662444,24642.02189,421166.2444,470872.549,5281866.601,224,"Intermittent","Unit 1",68,68,"TS","NN","NN","NT","TS","7/1/2014 0:00","Garrison creeping foxtail","S","roots",NA,NA,NA,5.02,"68SR","garrison",3,0,0,5,8,0,0,8,5,0,0,0,0,12,421166,35097.1666666667,52645.75,259179.076923077,32397.3846153846,378443.64575,47305.45571875,0,0,0,0,0,0,84233.2,161986.923076923,32397.3846153846,42722.35425,8544.47085
"75","BNLSe-069","PanelOne",69,471498.7738,5282245.892,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471498.7738,5282245.892,97,"Flooded","Unit 1",69,69,"TS","NN","NN","NT","TS","7/8/2014 0:00","Garrison creeping foxtail","S","roots",NA,NA,NA,9.71,"69SR","garrison",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"76","BNLSe-070","PanelOne",70,471911.1345,5281985.68,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471911.1345,5281985.68,58,"Flooded","Unit 1",70,70,"TS","NN","NN","TS","NT","7/9/2014 0:00","","S","sed",NA,NA,2.27,NA,"70S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"77","BNLSe-071","PanelOne",71,471191.0811,5281567.08,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471191.0811,5281567.08,99,"Flooded","Unit 1",71,71,"TS","NN","NN","TS","NT","7/29/2014 0:00","with surface grass","S","sed",NA,NA,1.26,NA,"71S","surface grass",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"78","BNLSe-072","PanelOne",72,470769.0084,5282459.331,"Intermittent",35097.18703,"Unit 1","NotEval",NA,11,21,3,1,24642.02189,421166.2444,104.0724455,42.11662444,24642.02189,421166.2444,470769.0084,5282459.331,228,"Intermittent","Unit 1",72,72,"TS","NN","NN","TS","NT","7/1/2014 0:00","roots? w. wheatgrass and Kentucky bluegrass","S","sed",NA,NA,1.11,NA,"72S","western wheatgrass, kentucky bluegrass",3,0,0,5,8,0,0,8,5,0,0,0,0,12,421166,35097.1666666667,52645.75,259179.076923077,32397.3846153846,378443.64575,47305.45571875,0,0,0,0,0,0,84233.2,161986.923076923,32397.3846153846,42722.35425,8544.47085
"79","BNLSe-073","PanelOne",73,471742.7575,5282272.525,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471742.7575,5282272.525,101,"Flooded","Unit 1",73,73,"TS","NN","NN","TS","NT","7/30/2014 0:00","","S","sed",NA,NA,11.3,NA,"73S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"80","BNLSe-074","PanelOne",74,472003.6199,5281858.465,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472003.6199,5281858.465,62,"Flooded","Unit 1",74,74,"TS","NN","NN","TS","NT","7/9/2014 0:00","some foxtail barley","S","sed",NA,NA,3.28,NA,"74S","foxtail barley",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"81","BNLSe-075","PanelOne",75,471281.7888,5281683.917,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,471281.7888,5281683.917,63,"Flooded","Unit 1",75,75,"TS","NN","NN","NT","TS","7/17/2014 0:00","Cattail roots","S","roots",NA,NA,NA,9.44,"75SR","cattail",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
"82","BNLSe-076","PanelOne",76,472583.7933,5282295.521,"Flooded",12253.47125,"Unit 1","NotEval",NA,2,6,1,1,25101.25811,1115065.884,275.5387807,111.5065884,21406.73875,739967.8077,472583.7933,5282295.521,77,"Flooded","Unit 1",76,76,"TS","NN","NN","TS","NT","7/1/2014 0:00","","S","sed",NA,NA,2.48,NA,"76S","",2,0,0,52,79,0,0,79,38,0,0,0,14,91,1115066,12253.4725274725,14114.7594936709,672444.381679389,8511.95419847328,712722.6115,9021.80520886076,0,0,0,0,0,0,29343.8421052632,442621.618320611,11647.9373242266,402343.3885,10587.9839078947
